0,"'moore is like a progressive bull in a china shop , a provocateur crashing into ideas and special interest groups as he slaps together his own brand of liberalism '","what enlivens this film , beyond the astute direction of cardoso and beautifully detailed performances by all of the actors , is a note of defiance over social dictates","('1\n', '1\n')",tensor(0.3017)
,,,,
1,idiotic and ugly,"funny , sexy , devastating and incurably romantic","('1\n', '1\n')",tensor(0.3921)
,,,,
2,"even if the naipaul original remains the real masterpiece , the movie possesses its own languorous charm","the movie is amateurish , but it 's a minor treat","('1\n', '1\n')",tensor(0.3394)
,,,,
3,"the movie is amateurish , but it 's a minor treat","an engrossing story that combines psychological drama , sociological reflection , and high octane thriller","('1\n', '1\n')",tensor(0.3102)
,,,,
4,"some people march to the beat of a different drum , and if you ever wondered what kind of houses those people live in , this documentary takes a look at 5 alternative housing options","perhaps it 's cliche to call the film 'refreshing , ' but it is 'drumline' shows a level of young , black manhood that is funny , touching , smart and complicated","('1\n', '1\n')",tensor(0.3880)
,,,,
5,the movie plays up the cartoon 's more obvious strength of snazziness while neglecting its less conspicuous writing strength,"it 's a drawling , slobbering , lovable run on sentence of a film , a southern gothic with the emotional arc of its raw blues soundtrack","('1\n', '1\n')",tensor(0.3490)
,,,,
6,"apesar de seus graves problemas , o filme consegue entreter",a film of precious increments artfully camouflaged as everyday activities,"('1\n', '1\n')",tensor(0.3069)
,,,,
7,superb production values christian bale 's charisma make up for a derivative plot,"it 's a drawling , slobbering , lovable run on sentence of a film , a southern gothic with the emotional arc of its raw blues soundtrack","('1\n', '1\n')",tensor(0.3421)
,,,,
8,kiarostami has crafted a deceptively casual ode to children and managed to convey a tiny sense of hope,"it 's ricci 's best work yet , this girl woman who sincerely believes she can thwart the world 's misery with blind good will","('1\n', '1\n')",tensor(0.3823)
,,,,
9,"an engrossing story that combines psychological drama , sociological reflection , and high octane thriller","it 's a drawling , slobbering , lovable run on sentence of a film , a southern gothic with the emotional arc of its raw blues soundtrack","('1\n', '1\n')",tensor(0.3906)
,,,,
10,"like its predecessor , it 's no classic , but it provides a reasonably attractive holiday contraption , one that families looking for a clean , kid friendly outing should investigate","expect no major discoveries , nor any stylish sizzle , but the film sits with square conviction and touching good sense on the experience of its women","('1\n', '1\n')",tensor(0.3478)
,,,,
11,ranks among willams' best screen work,"it 's the best film of the year so far , the benchmark against which all other best picture contenders should be measured","('1\n', '1\n')",tensor(0.3272)
,,,,
12,"it 's a drawling , slobbering , lovable run on sentence of a film , a southern gothic with the emotional arc of its raw blues soundtrack","this new zealand coming of age movie is n't really about anything when it 's this rich and luscious , who cares \?","('1\n', '1\n')",tensor(0.3151)
,,,,
13,"even if you do n't understand what on earth is going on , this is a movie that will stimulate hours of post viewing discussion , if only to be reminded of who did what to whom and why","this new zealand coming of age movie is n't really about anything when it 's this rich and luscious , who cares \?","('1\n', '1\n')",tensor(0.5311)
,,,,
14,"the sight of the spaceship on the launching pad is duly impressive in imax dimensions , as are shots of the astronauts floating in their cabins",the fast runner' transports the viewer into an unusual space,"('1\n', '1\n')",tensor(0.3951)
,,,,
15,"this new zealand coming of age movie is n't really about anything when it 's this rich and luscious , who cares \?","it may be a somewhat backhanded compliment to say that the film makes the viewer feel like the movie 's various victimized audience members after a while , but it also happens to be the movie 's most admirable quality","('1\n', '1\n')",tensor(0.4346)
,,,,
16,the all french cast is marveilleux,"the cast is phenomenal , especially the women","('1\n', '1\n')",tensor(0.4180)
,,,,
17,"it 's ricci 's best work yet , this girl woman who sincerely believes she can thwart the world 's misery with blind good will","a highly personal look at the effects of living a dysfunctionally privileged lifestyle , and by the end , we only wish we could have spent more time in its world","('1\n', '1\n')",tensor(0.3102)
,,,,
18,harmless fun,"a vivid , sometimes surreal , glimpse into the mysteries of human behavior","('1\n', '1\n')",tensor(0.3588)
,,,,
19,the fast runner' transports the viewer into an unusual space,"steven soderbergh 's digital video experiment is a clever and cutting , quick and dirty look at modern living and movie life","('1\n', '1\n')",tensor(0.3186)
,,,,
20,"it may be a somewhat backhanded compliment to say that the film makes the viewer feel like the movie 's various victimized audience members after a while , but it also happens to be the movie 's most admirable quality",a very funny movie,"('1\n', '1\n')",tensor(0.3475)
,,,,
21,a very funny movie,imagine a scenario where bergman approaches swedish fatalism using gary larson 's far side humor,"('1\n', '1\n')",tensor(0.3386)
,,,,
22,imagine a scenario where bergman approaches swedish fatalism using gary larson 's far side humor,"funny , sexy , devastating and incurably romantic","('1\n', '1\n')",tensor(0.3050)
,,,,
23,"at about 95 minutes , treasure planet maintains a brisk pace as it races through the familiar story however , it lacks grandeur and that epic quality often associated with stevenson 's tale as well as with earlier disney efforts",it 's a coming of age story we 've all seen bits of in other films but it 's rarely been told with such affecting grace and cultural specificity,"('1\n', '1\n')",tensor(0.3383)
,,,,
24,"a lot of fun , with an undeniable energy sparked by two actresses in their 50s working at the peak of their powers",it 's a very valuable film,"('1\n', '1\n')",tensor(0.3411)
,,,,
25,"a vivid , sometimes surreal , glimpse into the mysteries of human behavior","expect no major discoveries , nor any stylish sizzle , but the film sits with square conviction and touching good sense on the experience of its women","('1\n', '1\n')",tensor(0.3301)
,,,,
26,the film is a verbal duel between two gifted performers,it 's a very valuable film,"('1\n', '1\n')",tensor(0.3732)
,,,,
27,it 's a very valuable film,"director kapur is a filmmaker with a real flair for epic landscapes and adventure , and this is a better film than his earlier english language movie , the overpraised elizabeth","('1\n', '1\n')",tensor(0.4151)
,,,,
28,"director kapur is a filmmaker with a real flair for epic landscapes and adventure , and this is a better film than his earlier english language movie , the overpraised elizabeth","expect no major discoveries , nor any stylish sizzle , but the film sits with square conviction and touching good sense on the experience of its women","('1\n', '1\n')",tensor(0.4008)
,,,,
29,i love the way that it took chances and really asks you to take these great leaps of faith and pays off,"i admired it , particularly that unexpected downer of an ending","('1\n', '1\n')",tensor(0.3410)
,,,,
30,"take care is nicely performed by a quintet of actresses , but nonetheless it drags during its 112 minute length","what enlivens this film , beyond the astute direction of cardoso and beautifully detailed performances by all of the actors , is a note of defiance over social dictates","('1\n', '1\n')",tensor(0.3081)
,,,,
31,"expect no major discoveries , nor any stylish sizzle , but the film sits with square conviction and touching good sense on the experience of its women","what enlivens this film , beyond the astute direction of cardoso and beautifully detailed performances by all of the actors , is a note of defiance over social dictates","('1\n', '1\n')",tensor(0.4324)
,,,,
32,"while not all transitions to adulthood are so fraught , there 's much truth and no small amount of poetry in girls ca n't swim","all comedy is subversive , but this unrelenting bleak insistence on opting out of any opportunity for finding meaning in relationships or work just becomes sad","('1\n', '1\n')",tensor(0.3498)
,,,,
33,"funny , sexy , devastating and incurably romantic","a pleasing , often funny comedy","('1\n', '1\n')",tensor(0.5124)
,,,,
